YEAR,YEAR_TYPE,SMRY_CTGRY,SRVC_CTGRY,PRVDR_ID,PRVDR_NAME,PRVDR_CITY,STATE,PRVDR_ZIP,BENE_DSTNCT_CNT,TOT_EPSD_STAY_CNT,TOT_SRVC_DAYS,BENE_LE_7_SRVC_DAYS_PCT,BENE_LE_30_SRVC_DAYS_PCT,BENE_GE_60_SRVC_DAYS_PCT,BENE_GE_180_SRVC_DAYS_PCT,TOT_CHRG_AMT,TOT_ALOWD_AMT,TOT_MDCR_PYMT_AMT,TOT_MDCR_STDZD_PYMT_AMT,BENE_MA_PCT,BENE_DUAL_PCT,BENE_RRL_PCT,BENE_AVG_AGE,BENE_MALE_PCT,BENE_FEML_PCT,BENE_RACE_WHT_PCT,BENE_RACE_BLACK_PCT,BENE_RACE_API_PCT,BENE_RACE_HSPNC_PCT,BENE_RACE_NATIND_PCT,BENE_RACE_OTHR_PCT,BENE_AVG_RISK_SCRE,BENE_PRMRY_DX_CNCR_PCT,BENE_PRMRY_DX_COPD_PCT,BENE_PRMRY_DX_RSPRTRYFAILR_PCT,BENE_PRMRY_DX_DMNT_PCT,BENE_PRMRY_DX_STROK_PCT,BENE_PRMRY_DX_CHF_PCT,BENE_PRMRY_DX_HYPRTNSN_PCT,BENE_PRMRY_DX_OTHRCRDVSCLR_PCT,BENE_PRMRY_DX_INFCTN_PCT,BENE_PRMRY_DX_ORTHO_PCT,BENE_PRMRY_DX_INJURY_PCT,BENE_PRMRY_DX_MTR_NRL_PCT,BENE_PRMRY_DX_DBTS_PCT,NRSNG_VISITS_CNT,MSW_VISITS_CNT,AIDE_VISITS_CNT,PHYSN_VISITS_CNT,TOT_NRSNG_MNTS,TOT_MSW_MNTS,TOT_AIDE_MNTS,NRSNG_MNTS_AVG_7_DAY_PRIOR_DEATH,MSW_MNTS_AVG_7_DAY_PRIOR_DEATH,AIDE_MNTS_AVG_7_DAY_PRIOR_DEATH,SRVC_SITE_DAYS_HOME_PCT,SRVC_SITE_DAYS_ASTD_LVG_FAC_PCT,SRVC_SITE_DAYS_LTCF_PCT,SRVC_SITE_DAYS_SNF_PCT,SRVC_SITE_DAYS_IP_PCT,SRVC_SITE_DAYS_IP_HOSPC_PCT,DSCHRG_DEATH_PCT,DSCHRG_HOSPC_LV_PCT,HOSPC_RHC_DAYS_PCT
2020,FY,PROVIDER,HOS,921731,"BRISTOL HOSPICE - COACHELLA VALLEY, LLC",RANCHO MIRAGE,CA,92270,90,229,5094,0.13,0.37,0.24,0.00,1453297,951007,951007,823841,0.32,0.00,0.30,85,0.38,0.61,0.90,0.00,0.00,0.00,0.00,0.00,2.4500000477,0.20,0.00,0.00,0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.00,1435,226,946,14,95250,12360,45840,48,7,8,0.72,0.25,0.01,0.00,0.00,0.00,0.16,0.07,1.00
2020,FY,PROVIDER,HOS,921732,ADVANTAGE HEALTH SYSTEMS,COSTA MESA,CA,92626,28,120,3055,0.00,0.00,0.46,0.00,1234318,608199,608199,513543,0.50,0.39,0.00,88,0.00,0.00,0.60,0.00,0.00,0.00,0.00,0.00,3.0399999619,0.00,0.00,0.00,0.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1007,98,820,0,90885,4800,56310,284,8,27,0.94,0.01,0.03,0.00,0.00,0.00,0.13,0.00,0.99
2020,FY,PROVIDER,HOS,921733,"COMPASSIONATE TOUCH HOSPICE CARE, INC.",MONTEREY PARK,CA,91754,39,184,4800,0.00,0.28,0.61,0.00,1211989,1171678,1171678,785701,0.33,0.61,0.00,78,0.38,0.61,0.00,0.00,0.00,0.74,0.00,0.00,1.8300000429,0.00,0.00,0.00,0.00,0.00,0.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,858,85,41,0,64170,5220,2460,0,0,0,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.99
2020,FY,PROVIDER,HOS,921734,CABRILLO HOSPICE,SAN JUAN CAPISTRANO,CA,92675,316,1428,36284,0.10,0.34,0.53,0.28,8688754,6935570,6935570,5874839,0.57,0.07,0.03,86,0.43,0.56,0.85,0.03,0.00,0.06,0.00,0.00,2.4700000286,0.11,0.06,0.00,0.31,0.11,0.11,0.04,0.08,0.00,0.00,0.00,0.05,0.00,7999,1702,7827,0,360330,47160,510015,37,2,13,0.26,0.72,0.00,0.01,0.00,0.00,0.10,0.02,0.99
2020,FY,PROVIDER,HOS,921735,"SO CAL HOSPICE CARE, INC",N HOLLYWOOD,CA,91606,38,113,2508,0.00,0.42,0.39,0.00,808184,533695,533695,443271,0.00,0.78,0.00,82,0.50,0.50,0.73,0.00,0.00,0.00,0.00,0.00,2.3699998856,0.00,0.00,0.00,0.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,758,100,185,0,60585,5895,11100,207,0,0,0.88,0.11,0.00,0.00,0.00,0.00,0.11,0.00,0.99
2020,FY,PROVIDER,HOS,921736,ASCENSION HOSPICE CARE,PASADENA,CA,91107,44,223,5776,0.00,0.38,0.52,0.29,1648250,1054076,1054076,919397,0.90,0.36,0.00,84,0.40,0.59,0.68,0.00,0.00,0.00,0.00,0.00,3.8599998951,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.43,0.00,0.00,0.00,0.00,0.00,1365,192,1172,27,79515,14850,70200,44,0,15,0.93,0.06,0.00,0.00,0.00,0.00,0.08,0.07,0.99
2020,FY,PROVIDER,HOS,921737,"EXCELL HOSPICE CARE, INC",VAN NUYS,CA,91406,50,238,6286,0.00,0.30,0.60,0.32,1811799,1236007,1236007,1016520,0.82,0.86,0.00,77,0.38,0.62,0.00,0.00,0.00,0.94,0.00,0.00,2.2599999905,0.00,0.00,0.00,0.00,0.00,0.00,0.32,0.36,0.00,0.00,0.00,0.00,0.00,1454,164,230,23,82875,7980,13800,0,0,0,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.99
2020,FY,PROVIDER,HOS,921739,"EASY CARE HOSPICE, INC",GLENDALE,CA,91206,76,231,4972,0.00,0.42,0.34,0.00,586320,1059446,1059446,887842,0.38,0.00,0.00,86,0.32,0.67,0.71,0.00,0.00,0.14,0.00,0.00,2.0299999714,0.00,0.00,0.00,0.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1487,88,625,18,89220,4815,37500,27,0,6,0.71,0.27,0.00,0.00,0.00,0.00,0.16,0.06,0.98
2020,FY,PROVIDER,HOS,921740,"AIMANT HOSPICE, INC",EL MONTE,CA,91731,12,37,840,0.00,0.00,0.00,0.00,207100,164602,164602,138219,0.00,0.00,0.00,84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.1300001144,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,216,23,156,0,13020,1380,9360,0,0,0,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
2020,FY,PROVIDER,HOS,921741,PARAMOUNT HOSPICE,POMONA,CA,91766,30,169,4368,0.00,0.00,0.86,0.00,989163,865994,865994,719641,0.66,0.40,0.00,81,0.53,0.46,0.00,0.00,0.00,0.00,0.00,0.00,2.6400001049,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,1090,18,236,15,51615,1065,14205,34,0,0,0.97,0.02,0.00,0.00,0.00,0.00,0.00,0.09,1.00
2020,FY,PROVIDER,HOS,921742,"SANTA MARIA HOSPICE, INC",SANTA MARIA,CA,93458,27,71,1510,0.00,0.66,0.00,0.00,442935,322551,322551,251702,0.00,0.44,0.00,86,0.00,0.00,0.77,0.00,0.00,0.00,0.00,0.00,1.6599999666,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,301,22,16,19,17655,2280,1005,30,0,0,0.70,0.00,0.00,0.29,0.00,0.00,0.26,0.00,1.00
2020,FY,PROVIDER,HOS,921743,SEASONS HOSPICE & PALLIATIVE CARE OF CALIFORNIA,SACRAMENTO,CA,95833,248,802,18496,0.17,0.52,0.34,0.14,5675861,4571729,4571729,3091492,0.48,0.23,0.07,84,0.45,0.54,0.77,0.05,0.09,0.06,0.00,0.00,2.2699999809,0.21,0.00,0.00,0.23,0.16,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4212,512,2912,123,253425,21015,152715,42,3,11,0.30,0.52,0.17,0.00,0.00,0.00,0.22,0.02,0.99
2020,FY,PROVIDER,HOS,921744,"OCEAN VIEW HOSPICE, INC",ANAHEIM,CA,92804,75,314,7886,0.16,0.37,0.52,0.21,2080926,1565403,1565403,1319471,0.58,0.21,0.00,83,0.46,0.53,0.64,0.00,0.00,0.17,0.00,0.00,2.4600000381,0.16,0.00,0.00,0.22,0.00,0.00,0.00,0.37,0.00,0.00,0.00,0.00,0.00,1683,190,1689,14,151605,10500,98625,289,0,9,0.91,0.04,0.00,0.03,0.00,0.00,0.10,0.08,0.99
2020,FY,PROVIDER,HOS,921745,"AMERICUS HOSPICE, INC",SIMI VALLEY,CA,93063,33,134,3356,0.00,0.42,0.48,0.00,1188945,725366,725366,596738,0.60,0.00,0.00,91,0.33,0.66,0.90,0.00,0.00,0.00,0.00,0.00,2.6700000763,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1259,21,804,33,137655,1260,45690,724,0,7,0.73,0.26,0.00,0.00,0.00,0.00,0.12,0.00,0.98
2020,FY,PROVIDER,HOS,921746,"BRENTON HOSPICE, INC",RANCHO CUCAMONGA,CA,91730,121,436,10310,0.23,0.52,0.33,0.19,2977076,1992003,1992003,1697600,0.90,0.12,0.00,82,0.53,0.46,0.63,0.11,0.00,0.20,0.00,0.00,2.6300001144,0.11,0.00,0.00,0.28,0.00,0.14,0.00,0.18,0.00,0.00,0.00,0.00,0.00,2066,351,2991,0,177030,21315,183735,135,4,20,0.34,0.65,0.00,0.00,0.00,0.00,0.15,0.04,0.99
2020,FY,PROVIDER,HOS,921747,COMFORT LIFE HOSPICE,DOWNEY,CA,90241,102,370,9307,0.15,0.40,0.45,0.20,2988118,1837636,1837636,1539263,0.38,0.64,0.00,81,0.50,0.49,0.42,0.17,0.00,0.33,0.00,0.00,3.0899999142,0.14,0.10,0.00,0.32,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1926,328,2163,46,144465,19140,130560,112,3,13,0.14,0.65,0.00,0.19,0.00,0.00,0.10,0.10,0.99
2020,FY,PROVIDER,HOS,921748,TALNA HOSPICE CARE,MURRIETA,CA,92562,43,145,3365,0.00,0.44,0.41,0.00,853100,680142,680142,609502,0.65,0.00,0.00,81,0.46,0.53,0.67,0.00,0.00,0.00,0.00,0.00,2.8299999237,0.00,0.00,0.00,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,928,106,580,66,61605,6360,34800,79,0,10,1.00,0.00,0.00,0.00,0.00,0.00,0.11,0.08,0.99
2020,FY,PROVIDER,HOS,921750,BROOKDALE HOSPICE,PLEASANTON,CA,94588,141,466,10949,0.12,0.41,0.40,0.14,3343679,2772712,2772712,1814047,0.44,0.00,0.00,86,0.33,0.66,0.86,0.00,0.00,0.00,0.00,0.00,2.1500000954,0.07,0.00,0.00,0.48,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3140,511,2643,0,149505,23805,174735,33,4,18,0.15,0.83,0.00,0.00,0.00,0.00,0.21,0.03,1.00
2020,FY,PROVIDER,HOS,921751,"SUNCREST HOSPICE SACRAMENTO, LLC",SACRAMENTO,CA,95834,580,1951,44906,0.20,0.48,0.36,0.15,15351003,11112970,11112970,7508437,0.59,0.18,0.06,85,0.38,0.61,0.77,0.05,0.06,0.08,0.00,0.00,2.3099999428,0.17,0.03,0.00,0.25,0.05,0.07,0.00,0.00,0.00,0.00,0.00,0.29,0.00,13342,2379,16679,0,950265,171180,767070,56,9,18,0.48,0.37,0.13,0.00,0.00,0.00,0.18,0.03,0.99
2020,FY,PROVIDER,HOS,921753,"WESTERN HORIZON HOSPICE AND PALLIATIVE CARE, INC",LAKE FOREST,CA,92630,70,339,8757,0.00,0.25,0.57,0.27,2070938,1657735,1657735,1418968,0.58,0.00,0.00,88,0.30,0.70,0.84,0.00,0.00,0.00,0.00,0.00,2.1300001144,0.00,0.00,0.00,0.55,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00,2051,87,1143,0,127725,4920,69285,75,0,12,0.80,0.19,0.00,0.00,0.00,0.00,0.08,0.05,0.99
2020,FY,PROVIDER,HOS,921755,PRISTINE HOSPICE CARE,BURBANK,CA,91504,34,140,3505,0.00,0.38,0.44,0.00,996052,738023,738023,615277,0.35,0.00,0.00,91,0.00,0.00,0.82,0.00,0.00,0.00,0.00,0.00,2.2200000286,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1045,70,479,0,108360,4080,26175,542,0,0,0.51,0.48,0.00,0.00,0.00,0.00,0.12,0.00,0.98
2020,FY,PROVIDER,HOS,921756,"HEALTHY LIFE HOSPICE, INC",N HOLLYWOOD,CA,91606,55,130,3178,0.00,0.25,0.43,0.00,508300,1871468,1871468,1595225,0.63,0.80,0.00,84,0.30,0.69,0.00,0.00,0.00,0.83,0.00,0.00,1.9199999571,0.00,0.00,0.00,0.36,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1716,30,0,0,1326555,1800,0,0,0,0,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.36,0.54
2020,FY,PROVIDER,HOS,921757,"QUALITY HOSPICE CARE, INC",WALNUT,CA,91789,15,36,806,0.00,0.00,0.00,0.00,254756,174780,174780,146293,0.00,0.00,0.00,87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.5799999237,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,234,19,180,0,14550,1125,10530,42,0,0,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
2020,FY,PROVIDER,HOS,921758,"SOFT TOUCH HOSPICE, INC",GLENDALE,CA,91205,11,56,1552,0.00,0.00,0.00,0.00,377352,290503,290503,242913,0.00,0.00,0.00,81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.3699998856,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,294,17,305,0,17670,1065,18300,0,0,0,0.88,0.11,0.00,0.00,0.00,0.00,0.00,0.00,1.00
2020,FY,PROVIDER,HOS,921760,"ALTERNATIVE CHOICE HOSPICE, INC",VAN NUYS,CA,91411,75,335,8502,0.00,0.00,0.81,0.00,1879840,1552124,1552124,1408515,0.48,0.72,0.17,75,0.48,0.52,0.26,0.00,0.00,0.54,0.00,0.00,1.5900000334,0.00,0.16,0.00,0.00,0.00,0.20,0.00,0.34,0.00,0.00,0.00,0.00,0.00,1739,28,0,0,107700,1680,0,0,0,0,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.15,1.00
2020,FY,PROVIDER,HOS,921761,"EXPERT MEDICAL MANAGEMENT GROUP, INC",BURBANK,CA,91504,75,554,15685,0.00,0.00,0.90,0.56,1132251,3016468,3016468,2532966,0.21,0.81,0.00,80,0.42,0.57,0.69,0.00,0.00,0.00,0.00,0.14,2.0599999428,0.00,0.00,0.00,0.22,0.00,0.21,0.00,0.32,0.00,0.00,0.00,0.00,0.00,3080,532,438,188,184800,25545,26280,0,0,0,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.99
2020,FY,PROVIDER,HOS,921762,"LATREIA HEALTHCARE SERVICES, LLC",SACRAMENTO,CA,95827,76,334,8671,0.00,0.31,0.50,0.25,2952030,2104396,2104396,1421743,0.55,0.14,0.00,84,0.38,0.61,0.84,0.00,0.00,0.00,0.00,0.00,1.8500000238,0.00,0.00,0.00,0.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2592,333,1793,68,140175,15735,100260,65,3,11,0.75,0.23,0.00,0.00,0.00,0.00,0.10,0.00,0.99
2020,FY,PROVIDER,HOS,921764,"AMERICAN HOSPICE CARE, INC",BAKERSFIELD,CA,93304,28,134,3468,0.00,0.00,0.57,0.00,960468,655859,655859,559743,0.00,0.00,0.00,85,0.39,0.60,0.60,0.00,0.00,0.00,0.00,0.00,2.3199999332,0.00,0.00,0.00,0.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,862,18,1013,13,49080,1155,62880,56,0,26,0.93,0.06,0.00,0.00,0.00,0.00,0.09,0.00,1.00
2020,FY,PROVIDER,HOS,921765,ST. JUDE HOSPICE & PALLIATIVE CARE,ANAHEIM,CA,92806,72,379,9990,0.00,0.34,0.56,0.36,2947294,1944970,1944970,1613023,0.75,0.40,0.00,84,0.31,0.68,0.44,0.00,0.00,0.38,0.00,0.00,2.5299999714,0.15,0.00,0.00,0.25,0.00,0.00,0.00,0.16,0.00,0.00,0.00,0.00,0.00,2868,122,2021,0,188445,7290,118860,91,0,10,0.51,0.36,0.00,0.11,0.00,0.00,0.09,0.03,0.99
2020,FY,PROVIDER,HOS,921766,"UNICARE HOSPICE PROVIDER, INC",UPLAND,CA,91786,131,409,9123,0.16,0.42,0.39,0.09,2739178,1756673,1756673,1534908,0.65,0.12,0.00,86,0.32,0.67,0.75,0.00,0.00,0.18,0.00,0.00,2.6099998951,0.14,0.09,0.00,0.19,0.09,0.09,0.16,0.14,0.00,0.00,0.00,0.00,0.00,2622,383,2622,0,135270,18420,141075,42,2,16,0.44,0.55,0.00,0.00,0.00,0.00,0.14,0.07,0.99
2020,FY,PROVIDER,HOS,921767,ESSENTIAL HOSPICE CARE,SUN VALLEY,CA,91352,59,258,6697,0.00,0.32,0.55,0.30,2143154,1335524,1335524,1087048,0.22,0.64,0.00,80,0.44,0.55,0.83,0.00,0.00,0.00,0.00,0.00,2.7599999905,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1723,103,1116,0,93765,5160,67110,111,0,8,0.96,0.03,0.00,0.00,0.00,0.00,0.05,0.00,0.99
2020,FY,PROVIDER,HOS,921768,"CERTIFIED HOSPICE CARE, INC",LA CANADA,CA,91011,66,348,9401,0.00,0.22,0.62,0.37,2176100,1807944,1807944,1487000,0.51,0.48,0.00,79,0.40,0.59,0.31,0.25,0.16,0.24,0.00,0.00,1.9600000381,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.00,0.00,0.00,0.00,2309,18,621,0,141030,1080,37260,32,0,14,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,1.00
2020,FY,PROVIDER,HOS,921769,"VALLEY CREEK HOSPICE, INC",VAN NUYS,CA,91401,82,390,10325,0.00,0.21,0.62,0.25,3538696,2009901,2009901,1711549,0.37,0.78,0.00,78,0.42,0.57,0.45,0.14,0.00,0.20,0.00,0.00,2.5699999332,0.00,0.00,0.00,0.24,0.00,0.00,0.13,0.39,0.00,0.00,0.00,0.00,0.00,3501,328,1395,77,206925,16110,77040,338,0,0,1.00,0.00,0.00,0.00,0.00,0.00,0.02,0.07,0.99
2020,FY,PROVIDER,HOS,921770,AFFINITY HOSPICE LLC,CULVER CITY,CA,90230,16,57,1359,0.00,0.00,0.00,0.00,398318,270360,270360,222328,0.00,0.00,0.00,89,0.00,0.00,0.93,0.00,0.00,0.00,0.00,0.00,3.0399999619,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,380,33,149,0,24810,2190,7155,44,0,0,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
2020,FY,PROVIDER,HOS,921771,"UNISYS HOSPICE CARE, INC",N HOLLYWOOD,CA,91606,73,470,12711,0.00,0.00,0.80,0.43,3421779,2495398,2495398,2036348,0.00,0.95,0.00,82,0.30,0.69,0.73,0.00,0.00,0.00,0.00,0.00,2.1300001144,0.00,0.00,0.00,0.28,0.00,0.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1890,28,1136,0,118920,1680,68160,69,0,0,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.99
2020,FY,PROVIDER,HOS,921772,"ST. PETER'S HOSPICE CARE, INC.",N HOLLYWOOD,CA,91605,41,151,3652,0.00,0.39,0.46,0.00,1236698,776950,776950,646141,0.53,0.39,0.00,85,0.43,0.56,0.41,0.00,0.00,0.39,0.00,0.00,2.8699998856,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1305,90,565,14,108255,4815,33855,298,0,12,0.66,0.30,0.00,0.02,0.00,0.00,0.10,0.00,0.99
2020,FY,PROVIDER,HOS,921773,"SPERO HOSPICE SERVICES, INC",N HOLLYWOOD,CA,91601,49,231,5972,0.00,0.26,0.59,0.30,1344130,1198812,1198812,972019,0.51,0.65,0.00,81,0.40,0.59,0.00,0.00,0.30,0.55,0.00,0.00,2.5099999905,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.53,0.00,0.00,0.00,0.00,0.00,1088,55,505,0,65715,3300,30270,43,0,0,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.12,1.00
2020,FY,PROVIDER,HOS,921774,ALLIANCE HOSPICE,DALY CITY,CA,94014,114,319,6875,0.20,0.44,0.30,0.00,2392407,1874390,1874390,1189718,0.35,0.32,0.00,85,0.40,0.59,0.61,0.00,0.16,0.09,0.00,0.00,2.2100000381,0.14,0.00,0.00,0.12,0.30,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1506,346,1079,28,90285,20445,47820,41,4,5,0.62,0.25,0.08,0.03,0.00,0.00,0.19,0.06,0.99
2020,FY,PROVIDER,HOS,921775,"HERA HOSPICE, INC",NORTHRIDGE,CA,91324,57,375,10663,0.00,0.00,0.77,0.49,748734,2046691,2046691,1674455,0.71,0.77,0.00,77,0.21,0.78,0.00,0.00,0.00,0.89,0.00,0.00,1.8700000048,0.00,0.00,0.00,0.00,0.00,0.00,0.38,0.33,0.00,0.00,0.00,0.00,0.00,1982,266,708,0,118920,15225,42480,0,0,0,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.99
2020,FY,PROVIDER,HOS,921776,"CONTINUUM CARE NORTHBAY, LLC",PETALUMA,CA,94954,493,1911,46881,0.13,0.36,0.47,0.19,14493234,11725635,11725635,7811339,0.51,0.14,0.07,86,0.42,0.57,0.88,0.02,0.02,0.05,0.00,0.00,2.3399999142,0.14,0.03,0.00,0.12,0.08,0.08,0.00,0.00,0.00,0.00,0.00,0.41,0.00,10345,2837,10386,76,586365,156495,748815,49,7,17,0.35,0.49,0.13,0.00,0.00,0.00,0.15,0.09,0.99
2020,FY,PROVIDER,HOS,921777,"EPIONE HOSPICE, INC",TORRANCE,CA,90501,14,93,2601,0.00,0.00,0.78,0.00,755019,497825,497825,410127,0.00,0.00,0.00,81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.5599999428,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,635,76,623,21,36645,4020,35010,43,0,0,0.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.99
2020,FY,PROVIDER,HOS,921778,"LA CRESCENTA HOSPICE CARE, CORP",LA CRESCENTA,CA,91214,34,144,3540,0.00,0.00,0.61,0.00,936001,718350,718350,588179,0.00,0.91,0.00,83,0.58,0.41,0.47,0.00,0.00,0.00,0.00,0.00,2.5899999142,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,779,78,177,27,43110,4665,9120,0,0,0,0.95,0.04,0.00,0.00,0.00,0.00,0.00,0.11,1.00
2020,FY,PROVIDER,HOS,921779,SAFEWAY HOSPICE CORP,GLENDALE,CA,91205,37,135,3249,0.00,0.48,0.43,0.00,855653,696458,696458,590710,0.40,0.00,0.00,85,0.43,0.56,0.64,0.00,0.00,0.00,0.00,0.00,2.3900001049,0.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,769,123,397,53,81330,7380,23820,274,0,5,1.00,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.99
2020,FY,PROVIDER,HOS,921780,ABOVE AND BEYOND HOSPICE CARE,CHINO,CA,91710,119,504,13265,0.00,0.16,0.71,0.00,3667327,2475335,2475335,2108256,0.64,0.34,0.11,79,0.36,0.63,0.56,0.15,0.00,0.21,0.00,0.00,2.4100000858,0.00,0.15,0.00,0.27,0.00,0.13,0.00,0.21,0.00,0.00,0.00,0.00,0.00,2502,226,2856,36,112845,8265,159690,31,0,12,0.99,0.00,0.00,0.00,0.00,0.00,0.03,0.04,0.99
2020,FY,PROVIDER,HOS,921781,SANTA MONICA HOSPICE CARE INC,LOS ANGELES,CA,90029,58,377,10366,0.00,0.00,0.79,0.44,2799306,2031342,2031342,1659341,0.25,0.87,0.00,79,0.31,0.68,0.58,0.00,0.00,0.00,0.00,0.00,1.8400000334,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.58,0.00,0.00,0.00,0.00,0.00,2580,90,463,46,145890,4395,29445,0,0,0,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,1.00
2020,FY,PROVIDER,HOS,921782,"ANTELOPE VALLEY SUPPORTIVE CARE AND HOSPICE, INC",TUJUNGA,CA,91042,125,434,10498,0.18,0.48,0.42,0.15,3172527,2087131,2087131,1720949,0.57,0.28,0.14,79,0.52,0.48,0.69,0.12,0.00,0.15,0.00,0.00,2.75,0.37,0.14,0.00,0.11,0.11,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3183,243,2097,0,174885,13425,126225,53,1,11,0.87,0.04,0.05,0.02,0.00,0.00,0.18,0.00,0.99
2020,FY,PROVIDER,HOS,921783,T&K HOSPICE,VAN NUYS,CA,91411,55,300,8246,0.00,0.00,0.72,0.36,1043633,1593310,1593310,1304188,0.60,0.76,0.00,80,0.32,0.67,0.00,0.00,0.00,0.80,0.00,0.00,1.75,0.00,0.00,0.00,0.00,0.00,0.00,0.32,0.41,0.00,0.00,0.00,0.00,0.00,1542,199,236,0,91005,10650,14085,0,0,0,0.98,0.01,0.00,0.00,0.00,0.00,0.00,0.09,1.00
2020,FY,PROVIDER,HOS,921785,"ATLANTIS HOSPICE, INC",ANAHEIM,CA,92805,64,273,6545,0.00,0.26,0.60,0.20,2043497,1312615,1312615,1082209,0.50,0.51,0.00,82,0.50,0.50,0.57,0.00,0.00,0.20,0.00,0.00,2.8800001144,0.00,0.00,0.00,0.25,0.00,0.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1741,116,1028,0,76755,8220,60390,62,0,0,0.98,0.01,0.00,0.00,0.00,0.00,0.04,0.12,0.99
2020,FY,PROVIDER,HOS,921786,"BROADWAY HOSPICE, INC",N HOLLYWOOD,CA,91601,75,546,15350,0.00,0.00,0.81,0.53,1176325,2994156,2994156,2520593,0.40,0.84,0.00,81,0.38,0.61,0.34,0.00,0.00,0.46,0.00,0.00,1.75,0.00,0.00,0.00,0.28,0.00,0.00,0.00,0.38,0.00,0.00,0.00,0.00,0.00,2966,247,1045,231,177960,12735,62700,33,0,10,0.94,0.05,0.00,0.00,0.00,0.00,0.00,0.05,0.99
