YEAR,YEAR_TYPE,SMRY_CTGRY,SRVC_CTGRY,PRVDR_ID,PRVDR_NAME,PRVDR_CITY,STATE,PRVDR_ZIP,BENE_DSTNCT_CNT,TOT_EPSD_STAY_CNT,TOT_SRVC_DAYS,BENE_LE_7_SRVC_DAYS_PCT,BENE_LE_30_SRVC_DAYS_PCT,TOT_CHRG_AMT,TOT_ALOWD_AMT,TOT_MDCR_PYMT_AMT,TOT_MDCR_STDZD_PYMT_AMT,TOT_OUTLIER_PYMT_AMT,BENE_MA_PCT,BENE_DUAL_PCT,BENE_RRL_PCT,BENE_AVG_AGE,BENE_MALE_PCT,BENE_FEML_PCT,BENE_RACE_WHT_PCT,BENE_RACE_BLACK_PCT,BENE_RACE_API_PCT,BENE_RACE_HSPNC_PCT,BENE_RACE_NATIND_PCT,BENE_RACE_OTHR_PCT,BENE_AVG_RISK_SCRE,BENE_AVG_CC_CNT,BENE_CC_AF_PCT,BENE_CC_ALZHMR_PCT,BENE_CC_ASTHMA_PCT,BENE_CC_CNCR_PCT,BENE_CC_CHF_PCT,BENE_CC_CKD_PCT,BENE_CC_COPD_PCT,BENE_CC_DPRSSN_PCT,BENE_CC_DBTS_PCT,BENE_CC_HYPLPDMA_PCT,BENE_CC_HYPRTNSN_PCT,BENE_CC_IHD_PCT,BENE_CC_OPO_PCT,BENE_CC_RAOA_PCT,BENE_CC_SZ_PCT,BENE_CC_STROK_PCT,BENE_PRMRY_DX_CNCR_PCT,BENE_PRMRY_DX_COPD_PCT,BENE_PRMRY_DX_RSPRTRYFAILR_PCT,BENE_PRMRY_DX_DMNT_PCT,BENE_PRMRY_DX_STROK_PCT,BENE_PRMRY_DX_CHF_PCT,BENE_PRMRY_DX_HYPRTNSN_PCT,BENE_PRMRY_DX_OTHRCRDVSCLR_PCT,BENE_PRMRY_DX_INFCTN_PCT,BENE_PRMRY_DX_ORTHO_PCT,BENE_PRMRY_DX_INJURY_PCT,BENE_PRMRY_DX_MTR_NRL_PCT,BENE_PRMRY_DX_DBTS_PCT,BENE_PRMRY_DX_SKN_PCT,BENE_PRMRY_DX_AFTRCRE_PCT,TOT_PT_MNTS,INDVDL_PT_MNTS,CNCRNT_GRP_PT_MNTS,COTRT_PT_MNTS,TOT_OT_MNTS,INDVDL_OT_MNTS,CNCRNT_GRP_OT_MNTS,COTRT_OT_MNTS,TOT_SLP_MNTS,INDVDL_SLP_MNTS,CNCRNT_GRP_SLP_MNTS,COTRT_SLP_MNTS,DSCHRG_CMNTY_SLFCR_PCT,DSCHRG_IP_PCT,DSCHRG_HH_PCT,DSCHRG_SNF_PCT,DSCHRG_HOSPC_PCT,DSCHRG_DEATH_PCT,CMG_STROK_DAYS_PCT,CMG_INJURY_TRMA_DAYS_PCT,CMG_ORTHO_DAYS_PCT,CMG_ARTHRTS_DAYS_PCT,CMG_CRDVSCLR_PLMNRY_DAYS_PCT,CMG_NRLGCL_DAYS_PCT,CMG_OTHR_DAYS_PCT
2020,FY,PROVIDER,IRF,50382,EMANATE HEALTH INTER-COMMUNITY HOSPITAL,COVINA,CA,91723,94,99,1569,0.00,0.93,6193319,3277861,3276497,2431025,42772,0.00,0.44,0.00,76,0.53,0.46,0.45,0.00,0.13,0.37,0.00,0.00,3.25,7,0.25,0.44,0.00,0.18,0.51,0.69,0.30,0.44,0.64,0.88,0.88,0.63,0.15,0.56,0.00,0.48,0.00,0.00,0.00,0.00,0.34,0.00,0.00,0.00,0.00,0.00,0.21,0.14,0.00,0.00,0.00,63432,63432,0,0,63603,63603,0,0,31562,31562,0,0,0.22,0.14,0.49,0.13,0.00,0.00,0.32,0.18,0.24,0.00,0.00,0.06,0.18
2020,FY,PROVIDER,IRF,50396,SANTA BARBARA COTTAGE HOSPITAL,SANTA BARBARA,CA,93102,367,400,4871,0.17,0.93,36692252,11751917,11660914,8359713,943932,0.00,0.14,0.10,77,0.51,0.48,0.79,0.00,0.00,0.13,0.00,0.00,2.05,6,0.26,0.23,0.08,0.17,0.34,0.53,0.20,0.41,0.35,0.88,0.88,0.47,0.22,0.68,0.04,0.36,0.00,0.00,0.00,0.00,0.23,0.00,0.00,0.00,0.00,0.04,0.26,0.08,0.00,0.00,0.23,267198,260508,6660,30,252402,242739,9663,0,95333,87383,7950,0,0.40,0.04,0.48,0.03,0.00,0.00,0.23,0.24,0.30,0.00,0.05,0.02,0.14
2020,FY,PROVIDER,IRF,50417,SUTTER COAST HOSPITAL,CRESCENT CITY,CA,95531,112,121,1402,0.22,0.93,8661404,3899646,3851774,2675349,89410,0.00,0.33,0.94,76,0.46,0.53,0.92,0.00,0.00,0.00,0.00,0.00,2.28,6,0.31,0.44,0.00,0.22,0.56,0.61,0.42,0.44,0.52,0.74,0.88,0.52,0.17,0.53,0.00,0.35,0.00,0.00,0.00,0.00,0.22,0.00,0.00,0.00,0.00,0.00,0.35,0.12,0.00,0.00,0.13,25457,24962,0,495,27088,26593,0,495,5943,5943,0,0,0.44,0.00,0.36,0.09,0.00,0.00,0.26,0.14,0.35,0.00,0.09,0.06,0.06
2020,FY,PROVIDER,IRF,50438,HUNTINGTON MEMORIAL HOSPITAL,PASADENA,CA,91109,179,192,2432,0.10,0.95,20447294,5507056,5481096,4371089,257230,0.00,0.22,0.00,78,0.53,0.46,0.60,0.08,0.13,0.13,0.00,0.00,2.98,7,0.30,0.39,0.11,0.21,0.53,0.66,0.31,0.44,0.48,0.88,0.88,0.67,0.26,0.72,0.00,0.38,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.25,0.17,0.00,0.00,0.18,118832,118832,0,0,109975,109975,0,0,23773,23773,0,0,0.11,0.07,0.66,0.09,0.00,0.00,0.21,0.34,0.19,0.00,0.03,0.03,0.18
2020,FY,PROVIDER,IRF,50457,ST MARY'S MEDICAL CENTER,SAN FRANCISCO,CA,94117,109,112,1555,0.11,0.91,14607766,4295677,4236772,2504787,296585,0.00,0.30,0.00,75,0.53,0.46,0.66,0.00,0.19,0.00,0.00,0.00,1.96,6,0.21,0.28,0.13,0.14,0.24,0.44,0.18,0.46,0.34,0.88,0.88,0.40,0.31,0.56,0.00,0.56,0.00,0.00,0.00,0.00,0.37,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.37,41694,41649,0,45,38926,38806,0,120,17279,17114,30,135,0.22,0.00,0.58,0.13,0.00,0.00,0.36,0.31,0.27,0.00,0.01,0.01,0.01
2020,FY,PROVIDER,IRF,50471,GOOD SAMARITAN HOSPITAL,LOS ANGELES,CA,90017,343,375,4072,0.15,0.96,28554914,10170600,10088397,8037276,422262,0.00,0.72,0.00,77,0.41,0.58,0.17,0.19,0.32,0.27,0.00,0.00,3.46,8,0.25,0.44,0.17,0.16,0.61,0.88,0.38,0.43,0.88,0.88,0.88,0.88,0.27,0.88,0.09,0.34,0.00,0.00,0.00,0.00,0.16,0.03,0.00,0.00,0.03,0.12,0.15,0.24,0.00,0.00,0.08,211377,210137,180,1060,191916,190386,360,1170,30430,30310,0,120,0.10,0.07,0.69,0.06,0.00,0.00,0.19,0.26,0.13,0.00,0.10,0.16,0.12
2020,FY,PROVIDER,IRF,50485,LONG BEACH MEMORIAL MEDICAL CENTER,LONG BEACH,CA,90806,193,212,2953,0.08,0.93,23620878,7065509,7050494,4889501,31542,0.00,0.26,0.00,76,0.43,0.56,0.59,0.12,0.09,0.17,0.00,0.00,2.45,7,0.32,0.30,0.17,0.15,0.52,0.65,0.24,0.58,0.53,0.88,0.88,0.70,0.22,0.56,0.05,0.57,0.00,0.00,0.00,0.00,0.43,0.00,0.00,0.00,0.00,0.00,0.10,0.24,0.00,0.00,0.19,103067,103067,0,0,83480,83480,0,0,49275,49185,90,0,0.19,0.12,0.56,0.08,0.00,0.00,0.45,0.23,0.15,0.00,0.05,0.02,0.07
2020,FY,PROVIDER,IRF,50502,SAINT VINCENT MEDICAL CENTER,LOS ANGELES,CA,90057,46,48,611,0.00,0.89,5204381,1612089,1607997,1159470,12470,0.00,0.80,0.00,79,0.36,0.63,0.00,0.00,0.43,0.36,0.00,0.00,5.46,8,0.26,0.50,0.00,0.00,0.88,0.88,0.39,0.52,0.88,0.88,0.88,0.88,0.30,0.88,0.00,0.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.00,33030,30990,2040,0,34140,32520,1620,0,4845,4845,0,0,0.00,0.00,0.70,0.00,0.00,0.00,0.15,0.38,0.28,0.00,0.00,0.08,0.07
2020,FY,PROVIDER,IRF,50503,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,ENCINITAS,CA,92024,29,29,349,0.00,0.89,3502912,885812,870126,708668,107944,0.00,0.00,0.00,77,0.55,0.44,0.93,0.00,0.00,0.00,0.00,0.00,3.20,6,0.58,0.00,0.00,0.00,0.00,0.41,0.00,0.51,0.00,0.72,0.88,0.51,0.00,0.68,0.00,0.58,0.00,0.00,0.00,0.00,0.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14765,14765,0,0,14947,14947,0,0,7195,7195,0,0,0.68,0.00,0.00,0.00,0.00,0.00,0.51,0.26,0.11,0.00,0.00,0.00,0.08
2020,FY,PROVIDER,IRF,50549,LOS ROBLES HOSPITAL & MEDICAL CENTER,THOUSAND OAKS,CA,91360,671,740,9227,0.09,0.95,68532243,20425105,20308340,15607401,581505,0.00,0.14,0.00,79,0.41,0.58,0.87,0.00,0.04,0.05,0.00,0.02,2.34,7,0.30,0.40,0.16,0.21,0.45,0.59,0.32,0.57,0.43,0.88,0.88,0.63,0.30,0.72,0.06,0.33,0.00,0.00,0.00,0.00,0.15,0.00,0.00,0.00,0.00,0.04,0.34,0.07,0.00,0.00,0.12,418998,418833,105,60,408458,408443,0,15,42913,42898,15,0,0.07,0.09,0.70,0.07,0.00,0.00,0.16,0.14,0.32,0.00,0.08,0.12,0.15
2020,FY,PROVIDER,IRF,50567,PROVIDENCE MISSION HOSPITAL,MISSION VIEJO,CA,92691,184,189,2307,0.10,0.93,15688808,5872313,5838125,4731308,57101,0.00,0.10,0.00,79,0.55,0.44,0.85,0.00,0.00,0.08,0.00,0.00,2.32,6,0.34,0.29,0.10,0.22,0.36,0.62,0.23,0.48,0.38,0.88,0.88,0.63,0.20,0.65,0.00,0.44,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.21,0.16,0.00,0.00,0.29,26850,26850,0,0,20940,20940,0,0,12300,12300,0,0,0.07,0.08,0.71,0.07,0.00,0.00,0.24,0.46,0.07,0.00,0.04,0.08,0.08
2020,FY,PROVIDER,IRF,50599,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,SACRAMENTO,CA,95817,127,131,1742,0.17,0.92,17014839,4819940,4759891,3003474,204555,0.00,0.19,0.24,73,0.57,0.42,0.79,0.00,0.00,0.00,0.00,0.00,2.37,6,0.31,0.24,0.09,0.18,0.34,0.51,0.20,0.46,0.40,0.74,0.88,0.51,0.17,0.64,0.00,0.37,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.22,0.15,0.00,0.00,0.10,10223,10223,0,0,8521,8521,0,0,4151,3971,180,0,0.23,0.11,0.58,0.00,0.00,0.00,0.26,0.34,0.20,0.00,0.01,0.03,0.13
2020,FY,PROVIDER,IRF,50624,HENRY MAYO NEWHALL  HOSPITAL,VALENCIA,CA,91355,132,143,1874,0.08,0.93,20739045,5195129,5165506,4148752,1106048,0.00,0.18,0.00,77,0.40,0.59,0.78,0.00,0.00,0.12,0.00,0.00,2.73,7,0.32,0.50,0.21,0.25,0.52,0.68,0.45,0.56,0.49,0.88,0.88,0.60,0.29,0.64,0.09,0.29,0.00,0.00,0.00,0.00,0.14,0.00,0.00,0.00,0.00,0.00,0.31,0.12,0.00,0.00,0.12,93026,93026,0,0,90498,90498,0,0,47280,47280,0,0,0.00,0.10,0.74,0.00,0.00,0.00,0.16,0.15,0.24,0.00,0.11,0.13,0.18
2020,FY,PROVIDER,IRF,50696,KECK HOSPITAL OF USC,LOS ANGELES,CA,90033,127,132,1747,0.00,0.96,13111316,4448756,4359073,3390504,646692,0.00,0.35,0.00,71,0.51,0.48,0.51,0.09,0.12,0.21,0.00,0.00,3.34,7,0.33,0.25,0.18,0.18,0.52,0.68,0.28,0.51,0.58,0.88,0.88,0.71,0.22,0.68,0.00,0.25,0.00,0.00,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.13,0.18,0.22,0.00,0.00,0.33,28581,28581,0,0,28985,28925,60,0,8901,8901,0,0,0.40,0.08,0.44,0.00,0.00,0.00,0.08,0.36,0.17,0.00,0.08,0.14,0.14
2020,FY,PROVIDER,IRF,50717,LAC/RANCHO LOS AMIGOS NATIONAL REHABILITATION  CTR,DOWNEY,CA,90242,86,97,1508,0.13,0.90,15867820,4877793,4761523,3811895,1574564,0.00,0.86,0.00,64,0.56,0.43,0.18,0.19,0.12,0.44,0.00,0.00,3.21,5,0.12,0.15,0.00,0.00,0.41,0.67,0.20,0.52,0.62,0.88,0.88,0.45,0.12,0.39,0.00,0.30,0.00,0.00,0.00,0.00,0.22,0.00,0.00,0.00,0.00,0.00,0.29,0.00,0.00,0.00,0.33,63937,60774,3148,15,65399,61429,3970,0,17100,16770,330,0,0.60,0.16,0.00,0.00,0.00,0.00,0.18,0.33,0.17,0.00,0.02,0.11,0.15
2020,FY,PROVIDER,IRF,50737,GARFIELD MEDICAL CENTER,MONTEREY PARK,CA,91754,187,197,2809,0.00,0.91,26433046,6464124,6438835,4429783,17166,0.00,0.80,0.00,80,0.39,0.60,0.00,0.00,0.74,0.16,0.00,0.00,3.72,8,0.21,0.54,0.13,0.11,0.57,0.88,0.42,0.32,0.71,0.88,0.88,0.88,0.36,0.68,0.06,0.35,0.00,0.00,0.00,0.00,0.22,0.00,0.06,0.05,0.00,0.16,0.24,0.16,0.00,0.00,0.00,150780,150780,0,0,152405,152375,30,0,33945,29250,4695,0,0.05,0.07,0.73,0.10,0.00,0.00,0.23,0.31,0.16,0.01,0.11,0.13,0.01
2020,FY,PROVIDER,IRF,50739,CENTINELA HOSPITAL MEDICAL CENTER,INGLEWOOD,CA,90301,259,276,3163,0.18,0.95,24369456,8651038,8623648,6792192,690807,0.00,0.65,0.00,76,0.37,0.62,0.12,0.68,0.00,0.16,0.00,0.00,3.95,8,0.22,0.55,0.24,0.16,0.73,0.88,0.62,0.43,0.88,0.88,0.88,0.88,0.12,0.88,0.08,0.35,0.00,0.00,0.00,0.00,0.15,0.00,0.00,0.04,0.00,0.15,0.16,0.27,0.00,0.00,0.00,176000,173060,2520,420,175750,172840,2475,435,42509,41489,1020,0,0.19,0.08,0.57,0.09,0.00,0.00,0.17,0.34,0.17,0.00,0.13,0.09,0.07
2020,FY,PROVIDER,IRF,50782,CASA COLINA HOSPITAL,POMONA,CA,91767,485,557,9162,0.07,0.85,32752074,17269643,16981696,12435616,172207,0.00,0.31,0.00,75,0.44,0.55,0.60,0.06,0.07,0.24,0.00,0.00,3.27,7,0.26,0.38,0.12,0.17,0.56,0.68,0.32,0.57,0.59,0.88,0.88,0.59,0.23,0.68,0.06,0.35,0.00,0.00,0.00,0.00,0.18,0.03,0.00,0.03,0.10,0.08,0.23,0.10,0.00,0.00,0.09,317584,307039,10365,180,316430,314510,1680,240,118065,117945,120,0,0.34,0.10,0.36,0.12,0.00,0.00,0.20,0.22,0.18,0.00,0.06,0.05,0.26
2020,FY,PROVIDER,IRF,53031,ENCOMPASS HEALTH REHABILITATON HOSPITAL OF BAKERS,BAKERSFIELD,CA,93309,948,1073,12657,0.14,0.92,35952317,28165770,27803925,21562361,118586,0.00,0.38,0.17,74,0.45,0.54,0.69,0.05,0.02,0.19,0.00,0.00,3.19,7,0.27,0.31,0.18,0.13,0.57,0.68,0.45,0.47,0.58,0.88,0.88,0.71,0.18,0.65,0.07,0.26,0.00,0.04,0.00,0.00,0.11,0.01,0.00,0.00,0.00,0.04,0.27,0.24,0.00,0.00,0.14,580654,489941,90298,415,576892,478298,98529,65,134838,107906,26867,65,0.15,0.08,0.58,0.08,0.01,0.00,0.12,0.21,0.24,0.00,0.07,0.18,0.14
2020,FY,PROVIDER,IRF,53032,SAN JOAQUIN VALLEY REHABILITATION HOSP,FRESNO,CA,93720,732,810,10501,0.11,0.93,39413188,22309573,22071896,18968865,210108,0.00,0.21,0.13,77,0.43,0.56,0.73,0.03,0.03,0.17,0.00,0.00,2.50,7,0.30,0.28,0.21,0.18,0.54,0.68,0.26,0.42,0.50,0.88,0.88,0.65,0.26,0.69,0.03,0.26,0.00,0.00,0.00,0.00,0.15,0.00,0.00,0.01,0.00,0.05,0.27,0.32,0.00,0.00,0.12,489748,438404,33680,17664,380092,349701,13750,16641,52345,51852,231,262,0.34,0.10,0.38,0.12,0.00,0.00,0.17,0.10,0.31,0.00,0.02,0.31,0.06
2020,FY,PROVIDER,IRF,53034,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF TUSTIN,TUSTIN,CA,92780,493,544,6575,0.13,0.93,18771153,13950753,13785313,10912243,1904,0.00,0.22,0.00,77,0.46,0.53,0.75,0.02,0.12,0.07,0.00,0.00,2.65,7,0.27,0.46,0.15,0.21,0.45,0.62,0.30,0.54,0.46,0.88,0.88,0.57,0.24,0.88,0.06,0.38,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.03,0.21,0.11,0.00,0.00,0.34,319233,250304,68929,0,272012,230141,41871,0,64106,54270,9836,0,0.04,0.11,0.63,0.14,0.00,0.00,0.22,0.21,0.19,0.00,0.03,0.23,0.10
2020,FY,PROVIDER,IRF,53037,BALLARD REHABILITATION HOSPITAL,SAN BERNARDINO,CA,92411,218,234,3019,0.12,0.94,10301980,6821550,6719085,5129905,188464,0.00,0.39,0.08,71,0.50,0.50,0.54,0.16,0.00,0.23,0.00,0.00,3.54,7,0.27,0.34,0.11,0.11,0.62,0.88,0.39,0.53,0.71,0.88,0.88,0.67,0.15,0.61,0.08,0.40,0.00,0.00,0.00,0.00,0.26,0.00,0.00,0.00,0.00,0.00,0.23,0.14,0.00,0.00,0.11,134813,119799,14849,165,149140,131570,16970,600,19868,16485,3383,0,0.20,0.14,0.29,0.26,0.00,0.00,0.29,0.14,0.20,0.00,0.03,0.08,0.22
2020,FY,PROVIDER,IRF,53039,"CALIFORNIA REHABILITATION INSTITUTE, LLC",LOS ANGELES,CA,90067,1959,2238,30962,0.10,0.90,232828493,69090757,68332175,54362708,8450405,0.00,0.29,0.01,77,0.47,0.52,0.69,0.10,0.06,0.08,0.00,0.00,3.00,7,0.29,0.50,0.15,0.20,0.57,0.71,0.27,0.65,0.50,0.88,0.88,0.69,0.30,0.74,0.07,0.33,0.00,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.02,0.22,0.14,0.00,0.00,0.26,1273993,1214946,58618,429,1128569,1092355,35775,439,317150,309964,7171,15,0.11,0.11,0.58,0.11,0.00,0.00,0.14,0.27,0.27,0.00,0.05,0.09,0.15
2020,FY,PROVIDER,IRF,53040,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF MODEST,MODESTO,CA,95355,428,485,6294,0.13,0.91,17461119,13932205,13723227,10086736,224535,0.00,0.31,0.30,73,0.54,0.45,0.73,0.02,0.03,0.18,0.00,0.00,2.66,6,0.26,0.25,0.16,0.13,0.46,0.64,0.25,0.44,0.53,0.88,0.88,0.57,0.14,0.61,0.03,0.44,0.00,0.00,0.00,0.00,0.27,0.00,0.00,0.00,0.00,0.06,0.29,0.04,0.00,0.00,0.15,270464,239376,31088,0,285514,254684,30830,0,89121,69300,19821,0,0.09,0.11,0.63,0.07,0.00,0.00,0.28,0.19,0.21,0.00,0.04,0.07,0.18
2020,FY,PROVIDER,IRF,53041,VIBRA REHABILITATION HOSPITAL OF RANCHO MIRAGE,RANCHO MIRAGE,CA,92270,525,592,7373,0.13,0.93,24394681,14330275,14225819,12164155,208923,0.00,0.13,0.09,79,0.47,0.52,0.89,0.02,0.00,0.05,0.00,0.00,2.14,6,0.31,0.27,0.14,0.22,0.43,0.58,0.29,0.47,0.33,0.88,0.88,0.58,0.27,0.88,0.03,0.34,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.06,0.35,0.03,0.00,0.00,0.22,59242,57202,1980,60,58578,56028,2550,0,6635,6635,0,0,0.26,0.11,0.46,0.11,0.00,0.00,0.23,0.10,0.41,0.00,0.05,0.03,0.14
2020,FY,PROVIDER,IRF,53042,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF MURRIE,MURRIETA,CA,92563,89,98,1295,0.00,0.96,3816497,2688121,2630745,2225496,0,0.00,0.30,0.00,74,0.41,0.58,0.74,0.00,0.00,0.13,0.00,0.00,1.99,7,0.31,0.33,0.00,0.19,0.44,0.62,0.42,0.52,0.48,0.88,0.88,0.62,0.12,0.71,0.00,0.39,0.00,0.00,0.00,0.00,0.21,0.00,0.00,0.00,0.00,0.00,0.23,0.00,0.00,0.00,0.23,20724,20484,240,0,19755,19483,272,0,4844,4814,30,0,0.11,0.00,0.62,0.00,0.00,0.00,0.24,0.19,0.24,0.00,0.04,0.04,0.22
2020,FY,PROVIDER,IRF,60006,MONTROSE MEMORIAL HOSPITAL,MONTROSE,CO,81401,110,117,1595,0.00,0.92,6354833,2863087,2844519,2441702,20503,0.10,0.12,0.99,77,0.50,0.49,0.91,0.00,0.00,0.00,0.00,0.00,1.58,6,0.25,0.64,0.00,0.12,0.30,0.45,0.32,0.44,0.28,0.88,0.88,0.48,0.17,0.53,0.00,0.31,0.00,0.00,0.00,0.00,0.21,0.00,0.00,0.00,0.00,0.14,0.34,0.10,0.00,0.00,0.00,83938,83938,0,0,80140,80140,0,0,27355,27355,0,0,0.43,0.00,0.32,0.11,0.00,0.00,0.29,0.10,0.37,0.00,0.03,0.07,0.11
2020,FY,PROVIDER,IRF,60010,POUDRE VALLEY HOSPITAL,FORT COLLINS,CO,80524,166,168,1809,0.27,0.95,8289438,3554454,3520926,3494589,270186,0.00,0.09,0.21,75,0.56,0.43,0.93,0.00,0.00,0.00,0.00,0.00,1.92,5,0.25,0.21,0.14,0.16,0.27,0.44,0.19,0.46,0.28,0.70,0.88,0.51,0.22,0.69,0.00,0.34,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.30,0.09,0.00,0.00,0.26,99173,98248,0,925,95697,94757,0,940,47452,47347,0,105,0.29,0.00,0.48,0.15,0.00,0.00,0.29,0.29,0.21,0.00,0.04,0.03,0.11
2020,FY,PROVIDER,IRF,60015,CENTURA HEALTH-ST ANTHONY HOSPITAL,LAKEWOOD,CO,80228,202,209,2512,0.22,0.94,13944604,4902176,4851532,4461962,139317,0.00,0.11,0.15,74,0.52,0.47,0.90,0.00,0.00,0.00,0.00,0.00,2.13,5,0.29,0.25,0.05,0.12,0.33,0.64,0.24,0.40,0.29,0.65,0.88,0.49,0.27,0.56,0.00,0.30,0.00,0.00,0.00,0.00,0.21,0.00,0.00,0.00,0.00,0.00,0.32,0.15,0.00,0.00,0.16,57452,57452,0,0,57797,57797,0,0,14218,14218,0,0,0.11,0.10,0.60,0.15,0.00,0.00,0.22,0.25,0.29,0.00,0.06,0.04,0.11
2020,FY,PROVIDER,IRF,60020,"PARKVIEW MEDICAL CENTER, INC",PUEBLO,CO,81003,166,176,1972,0.17,0.95,9756031,3348584,3290592,3595943,7923,0.00,0.20,0.33,74,0.51,0.48,0.72,0.00,0.00,0.24,0.00,0.00,2.07,6,0.20,0.30,0.06,0.10,0.33,0.57,0.40,0.48,0.47,0.88,0.88,0.44,0.25,0.55,0.00,0.25,0.00,0.00,0.00,0.00,0.15,0.00,0.00,0.00,0.00,0.15,0.44,0.00,0.00,0.00,0.13,131274,126485,4744,45,130353,124535,5803,15,17122,16695,422,5,0.26,0.00,0.57,0.07,0.00,0.00,0.16,0.20,0.42,0.00,0.03,0.05,0.10
2020,FY,PROVIDER,IRF,60022,UNIVERSITY COLO HEALTH MEMORIAL HOSPITAL CENTRAL,COLORADO SPRINGS,CO,80909,261,280,3315,0.14,0.94,19221275,6244069,6159281,6001305,85905,0.00,0.14,0.14,75,0.52,0.47,0.83,0.00,0.00,0.07,0.00,0.00,2.13,6,0.21,0.28,0.16,0.19,0.37,0.58,0.29,0.45,0.37,0.88,0.88,0.55,0.18,0.54,0.00,0.36,0.00,0.00,0.00,0.00,0.23,0.00,0.00,0.00,0.00,0.00,0.29,0.06,0.00,0.00,0.21,170324,170084,240,0,191087,190997,90,0,63847,63847,0,0,0.28,0.06,0.48,0.12,0.00,0.00,0.30,0.21,0.19,0.00,0.05,0.01,0.20
2020,FY,PROVIDER,IRF,60023,ST MARYS MEDICAL CENTER,GRAND JUNCTION,CO,81501,309,328,4164,0.20,0.93,22538581,7325155,7268791,7450250,425024,0.19,0.16,0.41,75,0.46,0.53,0.90,0.00,0.00,0.04,0.00,0.00,1.97,5,0.24,0.26,0.08,0.17,0.29,0.46,0.27,0.45,0.31,0.59,0.88,0.36,0.17,0.52,0.00,0.30,0.00,0.00,0.00,0.00,0.23,0.00,0.00,0.00,0.00,0.00,0.23,0.14,0.00,0.00,0.14,210284,210284,0,0,212071,212071,0,0,51785,51785,0,0,0.24,0.08,0.53,0.08,0.00,0.00,0.27,0.30,0.15,0.00,0.05,0.04,0.17
2020,FY,PROVIDER,IRF,60024,UNIVERSITY OF COLORADO HOSPITAL AUTHORITY,AURORA,CO,80045,98,102,1137,0.18,0.94,11325003,2843027,2826175,2204790,448,0.00,0.12,0.22,68,0.57,0.42,0.72,0.00,0.00,0.00,0.00,0.00,2.93,5,0.20,0.28,0.18,0.19,0.36,0.62,0.22,0.45,0.35,0.66,0.88,0.55,0.15,0.60,0.00,0.24,0.00,0.00,0.00,0.00,0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.28,0.00,0.00,0.35,38756,38636,0,120,35803,35713,0,90,6080,6050,0,30,0.11,0.12,0.55,0.15,0.00,0.00,0.21,0.42,0.06,0.00,0.04,0.12,0.13
2020,FY,PROVIDER,IRF,60031,CENTURA HEALTH-PENROSE-ST FRANCIS HEALTH SERVICES,COLORADO SPRINGS,CO,80923,221,229,2612,0.22,0.95,14589694,5489170,5447304,5456303,728929,0.00,0.10,0.17,74,0.50,0.49,0.84,0.05,0.00,0.06,0.00,0.00,2.01,6,0.24,0.23,0.12,0.13,0.36,0.60,0.23,0.39,0.39,0.88,0.88,0.47,0.19,0.60,0.00,0.42,0.00,0.00,0.00,0.00,0.27,0.00,0.00,0.00,0.00,0.00,0.29,0.10,0.00,0.00,0.18,119967,119547,420,0,112701,112316,385,0,50387,50387,0,0,0.27,0.04,0.45,0.19,0.00,0.00,0.29,0.22,0.24,0.00,0.01,0.02,0.18
2020,FY,PROVIDER,IRF,60034,SWEDISH MEDICAL CENTER,ENGLEWOOD,CO,80113,297,311,4341,0.12,0.91,44339576,7414539,7392330,7090427,263706,0.00,0.10,0.22,75,0.49,0.50,0.87,0.00,0.00,0.05,0.00,0.00,2.29,6,0.28,0.31,0.12,0.20,0.38,0.57,0.26,0.56,0.31,0.73,0.88,0.52,0.19,0.59,0.03,0.52,0.00,0.00,0.00,0.00,0.35,0.00,0.00,0.00,0.00,0.00,0.27,0.00,0.00,0.00,0.14,142597,142567,30,0,139730,139730,0,0,77550,77512,0,38,0.19,0.09,0.55,0.12,0.00,0.00,0.37,0.24,0.15,0.00,0.04,0.03,0.14
