YEAR,YEAR_TYPE,SMRY_CTGRY,SRVC_CTGRY,PRVDR_ID,PRVDR_NAME,PRVDR_CITY,STATE,PRVDR_ZIP,BENE_DSTNCT_CNT,TOT_EPSD_STAY_CNT,TOT_SRVC_DAYS,BENE_LE_7_SRVC_DAYS_PCT,BENE_LE_30_SRVC_DAYS_PCT,BENE_GE_60_SRVC_DAYS_PCT,TOT_CHRG_AMT,TOT_ALOWD_AMT,TOT_MDCR_PYMT_AMT,TOT_MDCR_STDZD_PYMT_AMT,TOT_OUTLIER_PYMT_AMT,BENE_MA_PCT,BENE_DUAL_PCT,BENE_RRL_PCT,BENE_AVG_AGE,BENE_MALE_PCT,BENE_FEML_PCT,BENE_RACE_WHT_PCT,BENE_RACE_BLACK_PCT,BENE_RACE_API_PCT,BENE_RACE_HSPNC_PCT,BENE_RACE_NATIND_PCT,BENE_RACE_OTHR_PCT,BENE_AVG_RISK_SCRE,BENE_AVG_CC_CNT,BENE_CC_AF_PCT,BENE_CC_ALZHMR_PCT,BENE_CC_ASTHMA_PCT,BENE_CC_CNCR_PCT,BENE_CC_CHF_PCT,BENE_CC_CKD_PCT,BENE_CC_COPD_PCT,BENE_CC_DPRSSN_PCT,BENE_CC_DBTS_PCT,BENE_CC_HYPLPDMA_PCT,BENE_CC_HYPRTNSN_PCT,BENE_CC_IHD_PCT,BENE_CC_OPO_PCT,BENE_CC_RAOA_PCT,BENE_CC_SZ_PCT,BENE_CC_STROK_PCT,BENE_PRMRY_DX_CNCR_PCT,BENE_PRMRY_DX_COPD_PCT,BENE_PRMRY_DX_RSPRTRYFAILR_PCT,BENE_PRMRY_DX_DMNT_PCT,BENE_PRMRY_DX_STROK_PCT,BENE_PRMRY_DX_CHF_PCT,BENE_PRMRY_DX_HYPRTNSN_PCT,BENE_PRMRY_DX_OTHRCRDVSCLR_PCT,BENE_PRMRY_DX_INFCTN_PCT,BENE_PRMRY_DX_ORTHO_PCT,BENE_PRMRY_DX_INJURY_PCT,BENE_PRMRY_DX_MTR_NRL_PCT,BENE_PRMRY_DX_DBTS_PCT,BENE_PRMRY_DX_SKN_PCT,BENE_PRMRY_DX_AFTRCRE_PCT,DSCHRG_CMNTY_SLFCR_PCT,DSCHRG_IP_PCT,DSCHRG_HH_PCT,DSCHRG_SNF_PCT,DSCHRG_IRF_PCT,DSCHRG_HOSPC_PCT,DSCHRG_DEATH_PCT
2020,FY,STATE,LTC,STATE,STATE TOTAL,STATE TOTAL,TN,STATE TOTAL,1393,1452,41805,0.07,0.59,0.08,349163405,72812992,67342296,76748596,9391784,0.01,0.32,0.32,68.00,0.53,0.46,0.75,0.21,0.00,0.00,0.00,0.01,4.40,7,0.37,0.36,0.12,0.13,0.72,0.88,0.62,0.57,0.66,0.88,0.88,0.68,0.10,0.54,0.11,0.28,0.00,0.00,0.60,0.00,0.01,0.00,0.01,0.01,0.07,0.03,0.09,0.00,0.01,0.02,0.03,0.04,0.07,0.14,0.40,0.06,0.03,0.19
2020,FY,STATE,LTC,STATE,STATE TOTAL,STATE TOTAL,TX,STATE TOTAL,12997,14496,337992,0.12,0.69,0.04,2999264652,559844879,524291408,551073885,43007887,0.01,0.27,0.22,71.00,0.52,0.47,0.58,0.16,0.01,0.21,0.00,0.00,4.53,8,0.32,0.51,0.14,0.14,0.71,0.88,0.51,0.57,0.69,0.88,0.88,0.71,0.14,0.59,0.11,0.24,0.00,0.01,0.30,0.00,0.01,0.00,0.02,0.02,0.18,0.06,0.13,0.00,0.05,0.04,0.01,0.09,0.08,0.16,0.27,0.14,0.05,0.12
2020,FY,STATE,LTC,STATE,STATE TOTAL,STATE TOTAL,UT,STATE TOTAL,348,378,9553,0.05,0.62,0.00,42515755,15608905,14987174,15499690,295158,0.00,0.28,0.33,69.00,0.55,0.44,0.85,0.00,0.00,0.05,0.00,0.00,4.06,7,0.38,0.35,0.15,0.12,0.64,0.88,0.41,0.64,0.63,0.65,0.88,0.58,0.11,0.54,0.06,0.17,0.00,0.00,0.43,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.16,0.00,0.04,0.04,0.00,0.04,0.13,0.14,0.43,0.06,0.00,0.08
2020,FY,STATE,LTC,STATE,STATE TOTAL,STATE TOTAL,VA,STATE TOTAL,782,822,23599,0.08,0.57,0.07,164530950,39929334,36429354,38631364,6235871,0.00,0.29,0.18,69.00,0.53,0.46,0.62,0.33,0.00,0.00,0.00,0.00,4.53,7,0.37,0.40,0.14,0.16,0.66,0.88,0.47,0.60,0.63,0.88,0.88,0.65,0.10,0.56,0.06,0.26,0.00,0.00,0.36,0.00,0.01,0.00,0.01,0.03,0.12,0.04,0.14,0.00,0.04,0.03,0.03,0.05,0.14,0.18,0.28,0.11,0.04,0.11
2020,FY,STATE,LTC,STATE,STATE TOTAL,STATE TOTAL,WA,STATE TOTAL,161,165,5394,0.00,0.55,0.12,43757089,11115643,10033584,8660849,1743684,0.00,0.39,0.12,68.00,0.65,0.34,0.75,0.00,0.06,0.00,0.00,0.00,4.67,7,0.43,0.34,0.12,0.11,0.66,0.88,0.47,0.51,0.56,0.64,0.88,0.62,0.09,0.42,0.00,0.26,0.00,0.00,0.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.08,0.00,0.10,0.09,0.52,0.00,0.00,0.20
2020,FY,STATE,LTC,STATE,STATE TOTAL,STATE TOTAL,WI,STATE TOTAL,391,412,11545,0.08,0.59,0.06,84320102,22212366,20539420,20524000,3613966,0.03,0.47,0.23,67.00,0.50,0.49,0.71,0.19,0.00,0.04,0.00,0.00,4.91,7,0.34,0.41,0.20,0.11,0.65,0.88,0.44,0.58,0.61,0.88,0.88,0.70,0.09,0.53,0.06,0.23,0.00,0.00,0.43,0.00,0.00,0.00,0.00,0.02,0.04,0.06,0.17,0.00,0.03,0.03,0.03,0.05,0.14,0.10,0.41,0.09,0.03,0.09
2020,FY,STATE,LTC,STATE,STATE TOTAL,STATE TOTAL,WV,STATE TOTAL,548,567,15044,0.11,0.65,0.06,127023780,25257259,23431743,26817033,2173089,0.06,0.36,0.25,68.00,0.52,0.47,0.94,0.04,0.00,0.00,0.00,0.00,4.36,8,0.40,0.45,0.12,0.16,0.88,0.88,0.70,0.61,0.65,0.88,0.88,0.88,0.07,0.59,0.13,0.21,0.00,0.00,0.60,0.00,0.00,0.00,0.02,0.00,0.06,0.00,0.08,0.00,0.02,0.05,0.02,0.03,0.09,0.18,0.31,0.09,0.05,0.17
2020,FY,PROVIDER,LTC,22001,ST ELIAS SPECIALTY HOSPITAL,ANCHORAGE,AK,99503,91,96,4896,0.00,0.37,0.35,27069125,8941912,7895922,5668296,4609681,0.00,0.38,0.38,69.00,0.52,0.47,0.72,0.00,0.00,0.00,0.00,0.00,4.45,6,0.23,0.26,0.00,0.16,0.52,0.88,0.45,0.56,0.58,0.69,0.88,0.60,0.00,0.52,0.00,0.17,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.15,0.00,0.00,0.00,0.00,0.21,0.00,0.22,0.13,0.11,0.00,0.11
2020,FY,PROVIDER,LTC,12006,INFIRMARY LTAC HOSPITAL,MOBILE,AL,36607,142,146,3584,0.11,0.67,0.00,12530069,5488005,5271195,6318876,289954,0.00,0.20,0.30,70.00,0.50,0.50,0.71,0.28,0.00,0.00,0.00,0.00,3.62,7,0.42,0.49,0.14,0.16,0.61,0.88,0.42,0.50,0.70,0.88,0.88,0.88,0.09,0.54,0.09,0.21,0.00,0.00,0.28,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.19,0.00,0.00,0.00,0.00,0.00,0.24,0.20,0.19,0.08,0.08,0.08
2020,FY,PROVIDER,LTC,12007,"NOLAND HOSPITAL MONTGOMERY II, LLC",MONTGOMERY,AL,36106,92,96,2484,0.00,0.59,0.00,9743752,4022735,3745469,4450258,205109,0.00,0.32,0.30,68.00,0.48,0.51,0.51,0.48,0.00,0.00,0.00,0.00,4.49,7,0.22,0.35,0.13,0.14,0.88,0.88,0.48,0.45,0.69,0.88,0.88,0.69,0.13,0.55,0.00,0.29,0.00,0.00,0.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.20,0.19,0.00,0.32
2020,FY,PROVIDER,LTC,12008,SELECT SPECIALTY HOSPITAL - BIRMINGHAM,BIRMINGHAM,AL,35209,154,157,4546,0.00,0.63,0.09,41612575,7526436,6596144,7945655,1353071,0.00,0.21,0.21,68.00,0.56,0.43,0.74,0.24,0.00,0.00,0.00,0.00,4.00,7,0.40,0.37,0.12,0.11,0.70,0.88,0.57,0.53,0.63,0.88,0.88,0.67,0.07,0.58,0.11,0.31,0.00,0.00,0.56,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.09,0.09,0.24,0.20,0.00,0.22
2020,FY,PROVIDER,LTC,12009,"NOLAND HOSPITAL BIRMINGHAM II, LLC",BIRMINGHAM,AL,35235,165,171,4034,0.09,0.63,0.00,13730113,6142023,5820196,6719731,41573,0.00,0.29,0.16,71.00,0.50,0.49,0.78,0.19,0.00,0.00,0.00,0.00,3.93,7,0.36,0.51,0.10,0.12,0.60,0.88,0.49,0.66,0.62,0.88,0.88,0.69,0.09,0.53,0.10,0.23,0.00,0.00,0.21,0.00,0.00,0.00,0.00,0.00,0.36,0.00,0.12,0.00,0.00,0.00,0.00,0.07,0.11,0.15,0.33,0.09,0.07,0.12
2020,FY,PROVIDER,LTC,12010,"NOLAND HOSPITAL DOTHAN II, LLC",DOTHAN,AL,36302,196,204,4858,0.05,0.78,0.00,20615570,6664698,6434589,8009810,85419,0.00,0.17,0.49,72.00,0.50,0.50,0.79,0.19,0.00,0.00,0.00,0.00,3.92,7,0.38,0.36,0.14,0.20,0.69,0.88,0.50,0.62,0.68,0.88,0.88,0.64,0.17,0.69,0.06,0.21,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.16,0.00,0.05,0.00,0.00,0.05,0.00,0.12,0.23,0.27,0.05,0.19
2020,FY,PROVIDER,LTC,12011,"NOLAND HOSPITAL ANNISTON II, LLC",ANNISTON,AL,36202,214,224,5225,0.07,0.71,0.00,20749949,7643689,7252232,8623404,147753,0.00,0.28,0.11,70.00,0.51,0.48,0.79,0.18,0.00,0.00,0.00,0.00,4.02,8,0.35,0.43,0.12,0.18,0.74,0.88,0.88,0.57,0.67,0.74,0.88,0.73,0.08,0.66,0.12,0.20,0.00,0.00,0.40,0.00,0.00,0.00,0.00,0.00,0.23,0.05,0.07,0.00,0.05,0.00,0.00,0.05,0.00,0.17,0.34,0.07,0.00,0.25
2020,FY,PROVIDER,LTC,12012,"NOLAND HOSPITAL TUSCALOOSA II, LLC",TUSCALOOSA,AL,35401,169,176,4216,0.10,0.67,0.00,17964914,6030641,5619835,6557375,164626,0.00,0.34,0.26,69.00,0.55,0.44,0.55,0.42,0.00,0.00,0.00,0.00,4.80,8,0.32,0.50,0.21,0.20,0.72,0.88,0.61,0.56,0.72,0.88,0.88,0.62,0.07,0.66,0.14,0.23,0.00,0.00,0.43,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.09,0.25,0.23,0.11,0.00,0.18
2020,FY,PROVIDER,LTC,12014,NORTH ALABAMA SPECIALTY HOSPITAL,ATHENS,AL,35611,103,107,3085,0.00,0.56,0.00,13791720,5564424,5142189,5837981,296094,0.00,0.22,0.37,68.00,0.50,0.49,0.81,0.15,0.00,0.00,0.00,0.00,3.73,7,0.35,0.24,0.11,0.13,0.72,0.88,0.70,0.52,0.67,0.88,0.88,0.67,0.12,0.52,0.00,0.26,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.15,0.00,0.00,0.00,0.00,0.00,0.10,0.21,0.31,0.13,0.00,0.15
2020,FY,PROVIDER,LTC,42004,CHRISTUS DUBUIS HOSPITAL OF HOT SPRINGS,HOT SPRINGS,AR,71913,144,158,3485,0.13,0.70,0.00,11455307,5349015,5139960,5681976,93960,0.00,0.25,0.41,70.00,0.50,0.49,0.86,0.07,0.00,0.00,0.00,0.00,3.33,7,0.36,0.32,0.09,0.16,0.70,0.88,0.50,0.52,0.53,0.68,0.88,0.61,0.13,0.62,0.00,0.20,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.21,0.00,0.11,0.00,0.00,0.00,0.00,0.10,0.08,0.20,0.14,0.22,0.08,0.11
2020,FY,PROVIDER,LTC,42006,SELECT SPECIALITY HOSPITAL-FORT SMITH INC,FORT SMITH,AR,72901,121,125,3324,0.09,0.68,0.00,28508336,5508316,5231523,6258361,466488,0.00,0.51,0.42,67.00,0.53,0.46,0.81,0.00,0.00,0.00,0.00,0.00,4.77,7,0.25,0.47,0.00,0.11,0.88,0.88,0.67,0.56,0.67,0.71,0.88,0.72,0.09,0.56,0.10,0.19,0.00,0.00,0.52,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.24,0.12,0.00,0.20
2020,FY,PROVIDER,LTC,42008,CHRISTUS DUBUIS HOSPITAL OF FORT SMITH,FORT SMITH,AR,72903,180,198,3665,0.20,0.77,0.00,11238868,5667587,5532991,6517706,17115,0.00,0.30,0.37,69.00,0.57,0.42,0.88,0.00,0.00,0.00,0.07,0.00,3.66,7,0.30,0.37,0.15,0.15,0.72,0.88,0.55,0.56,0.66,0.73,0.88,0.68,0.13,0.56,0.06,0.13,0.00,0.00,0.37,0.00,0.00,0.00,0.00,0.00,0.15,0.08,0.15,0.00,0.06,0.00,0.00,0.15,0.15,0.18,0.19,0.12,0.07,0.06
2020,FY,PROVIDER,LTC,42009,REGENCY HOSPITAL OF NORTHWEST ARKANSAS,SPRINGDALE,AR,72764,122,127,3312,0.00,0.73,0.00,33871035,5774095,5495256,5905400,449074,0.00,0.24,0.26,69.00,0.54,0.45,0.82,0.00,0.00,0.00,0.00,0.00,3.49,7,0.32,0.47,0.13,0.15,0.72,0.88,0.59,0.59,0.48,0.59,0.88,0.68,0.13,0.66,0.09,0.13,0.00,0.00,0.41,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.19,0.28,0.17,0.00,0.20
2020,FY,PROVIDER,LTC,42010,CORNERSTONE HOSPITAL LITTLE ROCK,LITTLE ROCK,AR,72205,203,205,5155,0.13,0.64,0.00,33718767,8841885,8351780,9677044,388195,0.00,0.31,0.41,68.00,0.53,0.46,0.62,0.33,0.00,0.00,0.00,0.00,3.70,7,0.40,0.32,0.12,0.12,0.64,0.88,0.42,0.42,0.59,0.70,0.88,0.73,0.08,0.51,0.00,0.34,0.00,0.00,0.52,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.16,0.00,0.00,0.00,0.00,0.00,0.08,0.11,0.24,0.16,0.05,0.27
2020,FY,PROVIDER,LTC,42011,ADVANCED CARE HOSPITAL WHITE COUNTY,SEARCY,AR,72143,106,111,2357,0.15,0.76,0.00,12310315,3758738,3633921,4459322,345675,0.00,0.26,0.83,71.00,0.60,0.39,0.91,0.00,0.00,0.00,0.00,0.00,3.24,7,0.32,0.38,0.16,0.18,0.72,0.88,0.66,0.44,0.59,0.69,0.88,0.66,0.00,0.61,0.10,0.19,0.00,0.00,0.36,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.21,0.21,0.00,0.00,0.18,0.00,0.27
2020,FY,PROVIDER,LTC,42012,BAPTIST HEALTH EXTENDED CARE HOSPITAL-LR INC,LITTLE ROCK,AR,72205,130,136,4479,0.09,0.52,0.13,35597177,8171412,7636746,8908929,1026364,0.00,0.26,0.36,68.00,0.51,0.48,0.80,0.19,0.00,0.00,0.00,0.00,3.75,7,0.34,0.32,0.13,0.12,0.65,0.88,0.53,0.50,0.53,0.70,0.88,0.70,0.11,0.53,0.10,0.36,0.00,0.00,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.19,0.10,0.22,0.13,0.00,0.23
2020,FY,PROVIDER,LTC,42013,ARKANSAS CONTINUED CARE HOSPITAL OF JONESBORO,JONESBORO,AR,72401,139,146,3676,0.10,0.68,0.00,20002781,5300740,4785203,5558116,409555,0.00,0.26,0.63,69.00,0.53,0.46,0.83,0.15,0.00,0.00,0.00,0.00,3.96,7,0.41,0.35,0.07,0.17,0.72,0.88,0.51,0.55,0.63,0.71,0.88,0.71,0.15,0.66,0.11,0.22,0.00,0.00,0.32,0.00,0.00,0.00,0.00,0.00,0.23,0.00,0.15,0.00,0.00,0.00,0.00,0.21,0.10,0.00,0.24,0.10,0.08,0.15
2020,FY,PROVIDER,LTC,32000,CURAHEALTH NORTHWEST PHOENIX,PEORIA,AZ,85381,60,62,1436,0.21,0.58,0.00,8570281,2697052,2559431,2559672,0,0.00,0.18,0.00,70.00,0.58,0.41,0.75,0.00,0.00,0.00,0.00,0.00,4.27,7,0.36,0.43,0.00,0.00,0.70,0.88,0.53,0.55,0.68,0.88,0.88,0.71,0.00,0.41,0.00,0.30,0.00,0.00,0.60,0.00,0.00,0.00,0.00,0.00,0.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.27,0.00,0.17
2020,FY,PROVIDER,LTC,32001,SELECT SPECIALTY HOSPITAL PHOENIX,PHOENIX,AZ,85013,137,140,4579,0.00,0.51,0.09,42272460,10356331,9851629,9987780,974900,0.00,0.35,0.24,69.00,0.69,0.30,0.59,0.00,0.00,0.09,0.18,0.00,4.02,7,0.32,0.35,0.16,0.13,0.52,0.88,0.54,0.48,0.64,0.67,0.88,0.70,0.00,0.40,0.13,0.32,0.00,0.00,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.55,0.11,0.00,0.14
2020,FY,PROVIDER,LTC,32002,CURAHEALTH TUCSON,TUCSON,AZ,85711,30,30,1012,0.00,0.63,0.00,5242250,1392039,1200958,1338968,297567,0.00,0.00,0.00,72.00,0.46,0.53,0.86,0.00,0.00,0.00,0.00,0.00,2.86,7,0.46,0.43,0.00,0.00,0.73,0.73,0.88,0.70,0.53,0.70,0.88,0.66,0.00,0.56,0.00,0.00,0.00,0.00,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020,FY,PROVIDER,LTC,32004,CORNERSTONE SPECIALTY HOSPITALS TUCSON,TUCSON,AZ,85710,175,186,4404,0.09,0.72,0.00,31533346,6899744,6569700,7285339,337800,0.00,0.23,0.21,71.00,0.60,0.40,0.69,0.00,0.00,0.12,0.08,0.00,3.74,7,0.39,0.29,0.18,0.15,0.67,0.88,0.57,0.53,0.58,0.74,0.88,0.68,0.14,0.53,0.08,0.19,0.00,0.00,0.42,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.13,0.00,0.00,0.00,0.00,0.05,0.11,0.26,0.32,0.00,0.00,0.09
2020,FY,PROVIDER,LTC,32005,SELECT SPECIALTY HOSPITAL ARIZONA,PHOENIX,AZ,85006,108,112,2942,0.00,0.71,0.00,25394269,7133181,6789904,6780791,298069,0.00,0.29,0.22,70.00,0.56,0.43,0.63,0.00,0.00,0.12,0.12,0.00,3.75,7,0.44,0.18,0.12,0.12,0.61,0.88,0.50,0.53,0.69,0.88,0.88,0.64,0.00,0.42,0.10,0.26,0.00,0.00,0.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.53,0.00,0.00,0.15
2020,FY,PROVIDER,LTC,32006,"KPC PROMISE HOSPITAL OF PHOENIX, LLC",MESA,AZ,85203,209,216,5225,0.06,0.69,0.00,36660094,9683489,9291427,9430332,415771,0.00,0.24,0.20,71.00,0.55,0.44,0.75,0.05,0.00,0.06,0.09,0.00,4.36,7,0.44,0.41,0.22,0.17,0.66,0.88,0.53,0.49,0.64,0.88,0.88,0.68,0.09,0.47,0.09,0.18,0.00,0.00,0.47,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.15,0.00,0.07,0.00,0.00,0.08,0.11,0.00,0.46,0.05,0.00,0.18
2020,FY,PROVIDER,LTC,52031,BARLOW RESPIRATORY HOSPITAL,LOS ANGELES,CA,90026,460,510,16856,0.05,0.48,0.15,336979355,39880231,36027844,28268658,9026939,0.00,0.73,0.00,75.00,0.56,0.43,0.48,0.06,0.13,0.26,0.00,0.00,5.84,9,0.43,0.65,0.19,0.16,0.88,0.88,0.67,0.59,0.88,0.88,0.88,0.88,0.20,0.65,0.22,0.39,0.00,0.00,0.88,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.08,0.13,0.42,0.07,0.00,0.13
2020,FY,PROVIDER,LTC,52032,KINDRED HOSPITAL - LOS ANGELES,LOS ANGELES,CA,90056,335,375,13817,0.07,0.45,0.21,158544142,25864515,22734916,17975234,2265557,0.00,0.79,0.00,74.00,0.56,0.43,0.30,0.44,0.04,0.18,0.00,0.00,5.82,9,0.34,0.68,0.17,0.15,0.88,0.88,0.71,0.67,0.88,0.88,0.88,0.88,0.12,0.55,0.38,0.40,0.00,0.00,0.42,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.03,0.00,0.03,0.00,0.00,0.05,0.02,0.04,0.44,0.00,0.00,0.24
2020,FY,PROVIDER,LTC,52033,VIBRA HOSPITAL OF SACRAMENTO,FOLSOM,CA,95630,166,170,4787,0.11,0.67,0.07,56264201,12330890,11517781,7415608,1097937,0.00,0.49,0.18,68.00,0.55,0.44,0.69,0.06,0.07,0.13,0.00,0.00,4.34,7,0.33,0.50,0.19,0.17,0.67,0.88,0.46,0.62,0.51,0.66,0.88,0.64,0.10,0.53,0.16,0.28,0.00,0.00,0.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.00,0.00,0.00,0.00,0.00,0.13,0.15,0.50,0.00,0.00,0.10
2020,FY,PROVIDER,LTC,52034,KINDRED HOSPITAL - SAN FRANCISCO BAY AREA,SAN LEANDRO,CA,94577,186,188,7307,0.00,0.45,0.15,76978090,19004792,17312211,10445437,2609688,0.00,0.66,0.00,70.00,0.54,0.45,0.39,0.20,0.20,0.15,0.00,0.00,4.94,7,0.40,0.37,0.23,0.12,0.68,0.88,0.48,0.47,0.69,0.74,0.88,0.66,0.08,0.41,0.12,0.30,0.00,0.00,0.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.56,0.00,0.00,0.14
2020,FY,PROVIDER,LTC,52035,KINDRED HOSPITAL WESTMINSTER,WESTMINSTER,CA,92683,544,584,16061,0.10,0.62,0.09,201684618,31720184,29483235,24291242,4162047,0.00,0.57,0.00,75.00,0.54,0.45,0.52,0.04,0.24,0.16,0.00,0.00,4.76,8,0.36,0.55,0.19,0.17,0.88,0.88,0.60,0.55,0.72,0.88,0.88,0.88,0.18,0.55,0.23,0.33,0.00,0.02,0.30,0.00,0.00,0.00,0.02,0.00,0.26,0.00,0.05,0.00,0.00,0.02,0.03,0.00,0.05,0.14,0.38,0.02,0.03,0.26
2020,FY,PROVIDER,LTC,52036,KINDRED HOSPITAL - SAN DIEGO,SAN DIEGO,CA,92104,285,314,9890,0.08,0.48,0.11,68633887,18724243,17190579,14163574,2138547,0.00,0.62,0.00,71.00,0.54,0.45,0.48,0.11,0.07,0.29,0.00,0.00,5.23,8,0.40,0.56,0.13,0.15,0.88,0.88,0.57,0.57,0.71,0.88,0.88,0.88,0.14,0.51,0.30,0.29,0.00,0.00,0.42,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.04,0.00,0.00,0.00,0.03,0.04,0.12,0.11,0.44,0.00,0.00,0.15
2020,FY,PROVIDER,LTC,52037,KINDRED HOSPITAL ONTARIO,ONTARIO,CA,91764,202,210,8551,0.05,0.44,0.22,93126075,16645715,14872218,12571557,3489730,0.00,0.67,0.06,69.00,0.59,0.40,0.38,0.16,0.08,0.35,0.00,0.00,5.72,8,0.31,0.49,0.15,0.16,0.88,0.88,0.59,0.55,0.88,0.88,0.88,0.88,0.11,0.42,0.20,0.34,0.00,0.00,0.48,0.00,0.00,0.00,0.00,0.00,0.16,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.39,0.05,0.00,0.31
2020,FY,PROVIDER,LTC,52038,KINDRED HOSPITAL -- LA MIRADA,LA MIRADA,CA,90638,1025,1169,29314,0.10,0.64,0.08,259289639,60290558,56578674,45458310,3897885,0.00,0.77,0.01,74.00,0.52,0.47,0.38,0.06,0.17,0.35,0.00,0.00,5.38,8,0.33,0.64,0.16,0.14,0.88,0.88,0.64,0.56,0.88,0.88,0.88,0.88,0.18,0.56,0.33,0.33,0.00,0.03,0.20,0.00,0.00,0.00,0.03,0.00,0.36,0.01,0.05,0.00,0.01,0.01,0.01,0.02,0.04,0.09,0.46,0.01,0.04,0.19
2020,FY,PROVIDER,LTC,52039,KINDRED HOSPITAL BREA,BREA,CA,92821,226,248,6116,0.06,0.67,0.06,55524307,13324785,12654313,10557487,858651,0.00,0.51,0.00,75.00,0.49,0.50,0.52,0.00,0.23,0.17,0.00,0.00,4.94,8,0.41,0.52,0.18,0.16,0.88,0.88,0.56,0.50,0.68,0.88,0.88,0.88,0.22,0.48,0.18,0.32,0.00,0.00,0.53,0.00,0.00,0.00,0.00,0.00,0.18,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.08,0.13,0.40,0.00,0.00,0.24
2020,FY,PROVIDER,LTC,52043,KENTFIELD HOSPITAL,KENTFIELD,CA,94904,228,244,7968,0.06,0.53,0.11,47717809,21068253,19331705,11364449,2358165,0.00,0.53,0.12,71.00,0.52,0.47,0.56,0.08,0.18,0.13,0.00,0.00,4.32,7,0.39,0.45,0.19,0.12,0.65,0.88,0.45,0.88,0.57,0.71,0.88,0.60,0.13,0.46,0.09,0.35,0.00,0.00,0.54,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.00,0.00,0.00,0.09,0.33,0.04,0.32,0.08,0.00,0.00
2020,FY,PROVIDER,LTC,52044,SELECT SPECIALTY HOSPITAL - SAN DIEGO,SAN DIEGO,CA,92103,270,285,8755,0.04,0.58,0.10,150703806,21833147,20214772,16569327,4771828,0.00,0.61,0.05,69.00,0.58,0.41,0.53,0.04,0.05,0.33,0.00,0.00,4.48,8,0.40,0.51,0.14,0.14,0.88,0.88,0.47,0.62,0.69,0.73,0.88,0.67,0.13,0.55,0.31,0.33,0.00,0.00,0.55,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.06,0.11,0.52,0.00,0.00,0.15
2020,FY,PROVIDER,LTC,52045,KINDRED HOSPITAL BALDWIN PARK,BALDWIN PARK,CA,91706,523,566,14850,0.08,0.65,0.07,139901761,30497121,28197472,22616787,1719730,0.00,0.84,0.00,75.00,0.55,0.44,0.25,0.10,0.30,0.30,0.00,0.00,5.22,9,0.32,0.88,0.15,0.15,0.88,0.88,0.88,0.53,0.88,0.88,0.88,0.88,0.24,0.58,0.36,0.32,0.00,0.02,0.20,0.00,0.00,0.00,0.03,0.00,0.36,0.00,0.06,0.00,0.00,0.00,0.00,0.02,0.03,0.09,0.47,0.00,0.02,0.26
